setID	objID
82959	7306
82959	8639
82959	9836
82959	51409
82959	51451
82959	55798
82959	60487
82959	114049
82959	131965
82959	259307
82960	218
82960	220
82960	221
82960	222
82960	314
82960	1644
82960	2805
82960	2806
82960	3242
82960	4128
82960	4129
82960	4282
82960	5053
82960	6898
82960	8639
82960	9588
82960	259307
82964	15
82964	26
82964	38
82964	39
82964	217
82964	219
82964	223
82964	224
82964	316
82964	501
82964	847
82964	883
82964	1543
82964	1544
82964	1545
82964	1644
82964	1892
82964	1962
82964	2639
82964	3030
82964	3033
82964	3620
82964	4128
82964	4129
82964	4967
82964	6999
82964	7166
82964	7453
82964	8564
82964	8942
82964	10352
82964	11185
82964	23498
82964	51166
82964	55753
82964	56267
82964	121278
82964	125061
82964	130013
82964	169355
82964	259307
82965	2805
82965	2806
82965	5053
82965	6898
82965	259307
82966	18
82966	34
82966	217
82966	219
82966	223
82966	224
82966	314
82966	501
82966	1806
82966	1807
82966	1892
82966	1962
82966	2571
82966	2572
82966	3030
82966	6611
82966	6723
82966	8639
82966	23417
82966	26275
82966	51733
82966	84735
82967	570
82967	1036
82967	2571
82967	2572
82967	2678
82967	2686
82967	2687
82967	51380
82967	84890
82967	124975
82969	883
82969	1491
82969	4141
82969	4548
82969	7296
82969	9060
82969	9061
82969	10587
82969	11185
82969	22928
82969	22929
82969	51091
82969	51540
82969	56267
82969	92935
82969	114112
82969	118672
82970	2678
82970	2686
82970	2687
82970	6470
82970	6472
82970	57733
82970	124975
82971	2744
82971	2746
82971	2747
82971	27165
82972	1610
82973	290
82973	2539
82973	2678
82973	2686
82973	2687
82973	2729
82973	2730
82973	2876
82973	2877
82973	2878
82973	2879
82973	2880
82973	2882
82973	2936
82973	2937
82973	2938
82973	2939
82973	2940
82973	2941
82973	2944
82973	2946
82973	2947
82973	2948
82973	2949
82973	2950
82973	2952
82973	2953
82973	2954
82973	3417
82973	3418
82973	4257
82973	4258
82973	4259
82973	4953
82973	5226
82973	6240
82973	6241
82973	6611
82973	6723
82973	9446
82973	26873
82973	50484
82973	51056
82973	51060
82973	79017
82973	119391
82973	124975
82973	221357
82973	257202
82973	373156
82974	178
82974	276
82974	277
82974	278
82974	279
82974	280
82974	2538
82974	2548
82974	2595
82974	2632
82974	2645
82974	2821
82974	2990
82974	2997
82974	2998
82974	3098
82974	3099
82974	3101
82974	5167
82974	5169
82974	5236
82974	5834
82974	5836
82974	5837
82974	6476
82974	7358
82974	7360
82974	7363
82974	7364
82974	7365
82974	7366
82974	7367
82974	8972
82974	10720
82974	10941
82974	11181
82974	54490
82974	54575
82974	54576
82974	54577
82974	54578
82974	54579
82974	54600
82974	54657
82974	54658
82974	54659
82974	55276
82974	57733
82974	57818
82974	79799
82974	80146
82974	80201
82974	283209
82974	574537
82975	1603
82975	1650
82975	1798
82975	2530
82975	2683
82975	3703
82975	4121
82975	4122
82975	4124
82975	4245
82975	4247
82975	4248
82975	4249
82975	6184
82975	6185
82975	6480
82975	7841
82975	7991
82975	8703
82975	8704
82975	8813
82975	8818
82975	10195
82975	10905
82975	11253
82975	11282
82975	11320
82975	22845
82975	23193
82975	25834
82975	29880
82975	29929
82975	54344
82975	56052
82975	57134
82975	57171
82975	79053
82975	79087
82975	79796
82975	79868
82975	84620
82975	84920
82975	85365
82975	91869
82975	144245
82975	146664
82975	199857
82975	201595
82975	440138
82976	175
82976	2517
82976	2519
82976	2629
82976	2720
82976	3073
82976	3074
82976	4123
82976	4125
82976	4126
82976	4758
82976	4759
82976	10825
82976	23324
82976	64772
82976	129807
82976	284004
82977	2589
82977	2590
82977	2591
82977	2650
82977	6482
82977	6483
82977	8693
82977	9245
82977	9334
82977	11226
82977	11227
82977	26290
82977	29071
82977	50614
82977	51301
82977	51809
82977	55568
82977	55808
82977	56913
82977	57452
82977	63917
82977	64409
82977	79623
82977	79695
82977	114805
82977	117248
82977	168391
82977	192134
82977	374378
82977	442117
82978	2526
82978	2529
82978	2683
82978	3955
82978	4242
82978	5986
82978	6480
82978	6487
82978	7363
82978	7364
82978	7365
82978	7366
82978	7367
82978	8473
82978	8703
82978	8704
82978	8985
82978	9486
82978	10585
82978	10690
82978	10720
82978	10941
82978	23127
82978	23275
82978	23509
82978	29954
82978	54490
82978	54575
82978	54576
82978	54577
82978	54578
82978	54579
82978	54600
82978	54657
82978	54658
82978	54659
82978	55624
82978	56983
82978	79709
82978	79799
82978	84620
82978	145173
82978	146664
82978	283464
82978	574537
82978	727936
82979	1116
82979	1118
82979	1727
82979	2582
82979	2584
82979	2585
82979	2592
82979	2645
82979	2673
82979	2762
82979	2821
82979	3073
82979	3074
82979	3098
82979	3099
82979	3101
82979	4351
82979	5236
82979	5238
82979	5372
82979	5373
82979	5973
82979	6675
82979	7264
82979	7358
82979	7360
82979	8790
82979	9945
82979	10007
82979	10020
82979	27159
82979	29925
82979	29926
82979	51005
82979	51700
82979	51706
82979	54187
82979	55276
82979	55577
82979	55907
82979	64841
82979	80146
82979	80201
82979	80896
82979	91373
82979	132789
82979	140838
82979	197258
82981	411
82981	2588
82981	2720
82981	2799
82981	2990
82981	3073
82981	3074
82981	3373
82981	3423
82981	3425
82981	4669
82981	6448
82981	6677
82981	8372
82981	8692
82981	10855
82981	23553
82981	60495
82981	138050
82982	9469
82982	10090
82982	11285
82982	22856
82982	26229
82982	27087
82982	29940
82982	50515
82982	51363
82982	54480
82982	55454
82982	55501
82982	55790
82982	56548
82982	64131
82982	64132
82982	79586
82982	113189
82982	126792
82982	135152
82982	166012
82982	337876
82983	2530
82983	2683
82983	4166
82983	6482
82983	6483
82983	6487
82983	8534
82983	8702
82983	8703
82983	8704
82983	9435
82983	10164
82983	10678
82983	11041
82983	93010
82984	2131
82984	2132
82984	2134
82984	2135
82984	2137
82984	3340
82984	8509
82984	9348
82984	9394
82984	9653
82984	9953
82984	9955
82984	9956
82984	9957
82984	11285
82984	26035
82984	26229
82984	27087
82984	64131
82984	64132
82984	64579
82984	90161
82984	126792
82984	135152
82984	222537
82984	266722
82986	217
82986	219
82986	223
82986	224
82986	231
82986	501
82986	1056
82986	1606
82986	1607
82986	1608
82986	1609
82986	2710
82986	2712
82986	2717
82986	3990
82986	4023
82986	5406
82986	5407
82986	5408
82986	8513
82986	8525
82986	8526
82986	8527
82986	8611
82986	8612
82986	8613
82986	8694
82986	9162
82986	9388
82986	10327
82986	10554
82986	10555
82986	11343
82986	26007
82986	55750
82986	56894
82986	56895
82986	57678
82986	80339
82986	84649
82986	84803
82986	119548
82986	129642
82986	132158
82986	137964
82986	150763
82986	154141
82986	160851
82986	253558
82986	346606
82987	3612
82987	3613
82987	3628
82987	3631
82987	3632
82987	3633
82987	3636
82987	3705
82987	3706
82987	3707
82987	4329
82987	4952
82987	5286
82987	5287
82987	5288
82987	5289
82987	5290
82987	5291
82987	5293
82987	5294
82987	5297
82987	5298
82987	5305
82987	5330
82987	5331
82987	5332
82987	5333
82987	5335
82987	5336
82987	5728
82987	7167
82987	8394
82987	8395
82987	8396
82987	8821
82987	8867
82987	8871
82987	9562
82987	10423
82987	23236
82987	23396
82987	27124
82987	51196
82987	51477
82987	51763
82987	55300
82987	55361
82987	55586
82987	56623
82987	64768
82987	79837
82987	84812
82987	89869
82987	113026
82987	138429
82987	200576
82987	253430
82988	2822
82988	5277
82988	5279
82988	5281
82988	5283
82988	8733
82988	8818
82988	9091
82988	9487
82988	9488
82988	10026
82988	23556
82988	51227
82988	51604
82988	54872
82988	54965
82988	55650
82988	80055
82988	80235
82988	84720
82988	84992
82988	93183
82988	94005
82988	128869
82988	284098
82989	43
82989	1040
82989	1103
82989	1119
82989	1120
82989	1606
82989	1607
82989	1608
82989	1609
82989	2819
82989	2820
82989	3931
82989	5130
82989	5319
82989	5320
82989	5321
82989	5322
82989	5337
82989	5338
82989	5833
82989	6901
82989	8398
82989	8399
82989	8443
82989	8525
82989	8526
82989	8527
82989	8611
82989	8612
82989	8613
82989	8681
82989	8760
82989	9162
82989	9468
82989	9489
82989	9791
82989	9926
82989	10162
82989	10390
82989	10400
82989	10423
82989	10434
82989	10554
82989	10555
82989	11313
82989	23171
82989	23659
82989	23761
82989	26279
82989	30814
82989	50487
82989	54675
82989	54947
82989	55224
82989	55500
82989	56894
82989	56895
82989	56985
82989	56994
82989	57678
82989	64600
82989	79143
82989	79888
82989	81490
82989	81579
82989	84647
82989	84803
82989	85465
82989	123745
82989	129642
82989	137964
82989	150763
82989	151056
82989	154141
82989	160851
82989	162466
82989	253558
82989	254531
82989	391013
82989	100137049
82990	5048
82990	5049
82990	5050
82990	5051
82990	5168
82990	5319
82990	5320
82990	5321
82990	5322
82990	5337
82990	5338
82990	7941
82990	8398
82990	8399
82990	8540
82990	8611
82990	8612
82990	8613
82990	8681
82990	10390
82990	26279
82990	30814
82990	50487
82990	54947
82990	56994
82990	64600
82990	79888
82990	81579
82990	84647
82990	85465
82990	123745
82990	133121
82990	151056
82990	254531
82990	391013
82990	100137049
82991	239
82991	240
82991	242
82991	246
82991	247
82991	873
82991	874
82991	1555
82991	1557
82991	1558
82991	1559
82991	1562
82991	1571
82991	1573
82991	1579
82991	2053
82991	2678
82991	2686
82991	2687
82991	2876
82991	2877
82991	2878
82991	2880
82991	2882
82991	4048
82991	4051
82991	4056
82991	5319
82991	5320
82991	5321
82991	5322
82991	5730
82991	5740
82991	5742
82991	5743
82991	6916
82991	8398
82991	8399
82991	8529
82991	8644
82991	8681
82991	9536
82991	26279
82991	27306
82991	30814
82991	50487
82991	57834
82991	64600
82991	80142
82991	81579
82991	84647
82991	113612
82991	123745
82991	124975
82991	151056
82991	257202
82991	284541
82991	391013
82991	100137049
82992	246
82992	1544
82992	1551
82992	1557
82992	1558
82992	1559
82992	1562
82992	1571
82992	1573
82992	1576
82992	1577
82992	5319
82992	5320
82992	5321
82992	5322
82992	8398
82992	8399
82992	8681
82992	26279
82992	30814
82992	50487
82992	57016
82992	64600
82992	64816
82992	81579
82992	84647
82992	123745
82992	151056
82992	391013
82992	100137049
82993	51
82993	5319
82993	5320
82993	5321
82993	5322
82993	8310
82993	8398
82993	8399
82993	8681
82993	9415
82993	26279
82993	30814
82993	50487
82993	64600
82993	81579
82993	84647
82993	123745
82993	151056
82993	391013
82993	100137049
82994	410
82994	427
82994	2531
82994	2581
82994	2629
82994	2717
82994	2720
82994	4758
82994	4759
82994	6609
82994	6610
82994	7357
82994	7368
82994	8560
82994	8611
82994	8612
82994	8613
82994	8877
82994	8879
82994	9331
82994	9514
82994	9517
82994	10558
82994	10825
82994	55304
82994	55331
82994	55512
82994	55627
82994	56624
82994	56848
82994	64781
82994	81537
82994	123099
82994	125981
82994	129807
82994	130367
82994	166929
82994	259230
82994	339221
82994	340485
82995	28
82995	2523
82995	2524
82995	2525
82995	2526
82995	2527
82995	2528
82995	2529
82995	2651
82995	2683
82995	6484
82995	6487
82995	6489
82995	8702
82995	8703
82995	8704
82995	8707
82995	8708
82995	10317
82995	10331
82995	10402
82995	10678
82995	10690
82995	11041
82995	79369
82995	84002
82996	2523
82996	2524
82996	2717
82996	3073
82996	3074
82996	4668
82996	6482
82996	6483
82996	6489
82996	8706
82996	10317
82996	10690
82996	26301
82996	53947
82997	2583
82997	2720
82997	3073
82997	3074
82997	6482
82997	6483
82997	6489
82997	8705
82997	8869
82997	9197
82997	27090
82997	29906
82997	30815
82997	81849
82997	256435
82998	31
82998	32
82998	38
82998	39
82998	97
82998	98
82998	217
82998	219
82998	223
82998	224
82998	231
82998	501
82998	1737
82998	1738
82998	2739
82998	3029
82998	3939
82998	3945
82998	3948
82998	4190
82998	4191
82998	4199
82998	4200
82998	5091
82998	5105
82998	5106
82998	5160
82998	5161
82998	5162
82998	5313
82998	5315
82998	9380
82998	10873
82998	55902
82998	84264
82998	84532
82998	92483
82998	134526
82998	160287
82998	197257
83002	38
83002	39
83002	48
83002	50
83002	1431
83002	4190
83002	4191
83002	4594
83002	5095
83002	5096
83002	9380
83002	51179
83002	54363
83002	81888
83002	84693
83002	125061
83002	132158
83002	283871
83004	18
83004	31
83004	32
83004	34
83004	38
83004	39
83004	217
83004	219
83004	223
83004	224
83004	501
83004	1892
83004	1962
83004	3030
83004	3939
83004	3945
83004	3948
83004	4329
83004	4594
83004	5095
83004	5096
83004	8801
83004	8802
83004	8803
83004	23417
83004	26275
83004	55902
83004	79611
83004	84532
83004	84693
83004	92483
83004	160287
83007	18
83007	35
83007	38
83007	39
83007	622
83007	1892
83007	1962
83007	2571
83007	2572
83007	3030
83007	3033
83007	3155
83007	3157
83007	3158
83007	5019
83007	5160
83007	5161
83007	5162
83007	6296
83007	7915
83007	54988
83007	56898
83007	57016
83007	64064
83007	65985
83007	79944
83007	116285
83007	123876
83007	341392
83007	348158
83008	275
83008	471
83008	1719
83008	2618
83008	4522
83008	4524
83008	4548
83008	6470
83008	6472
83008	7298
83008	10588
83008	10797
83008	10840
83008	10841
83008	25902
83008	123263
83008	160428
83008	441024
83011	9054
83011	27010
83011	79178
83011	84284
83012	52
83012	53
83012	54
83012	55
83012	5167
83012	5169
83012	7299
83012	51205
83012	55312
83012	80308
83012	93650
83013	316
83013	8566
83013	29968
83013	55163
83013	57026
83013	493911
83014	316
83014	683
83014	952
83014	4837
83014	4860
83014	4907
83014	5167
83014	5169
83014	10135
83014	22978
83014	23057
83014	23475
83014	23530
83014	30833
83014	51251
83014	54981
83014	55191
83014	56953
83014	64802
83014	65220
83014	83594
83014	84618
83014	93034
83014	349565
83015	586
83015	587
83015	1806
83015	1807
83015	5167
83015	5169
83015	8875
83015	8876
83015	51733
83015	53354
83015	55229
83015	60490
83015	79646
83015	79717
83015	80025
83015	80347
83016	686
83016	3141
83017	11019
83017	51601
83017	387787
83018	248
83018	249
83018	250
83018	251
83018	1719
83018	2356
83018	2643
83018	5805
83018	5860
83018	6697
83018	8836
83020	124
83020	125
83020	126
83020	127
83020	128
83020	130
83020	131
83020	216
83020	1543
83020	1544
83020	1548
83020	1549
83020	1551
83020	1553
83020	1555
83020	1557
83020	1558
83020	1559
83020	1562
83020	1576
83020	1577
83020	1579
83020	1592
83020	5959
83020	6121
83020	7363
83020	7364
83020	7365
83020	7366
83020	7367
83020	8228
83020	8608
83020	8694
83020	8854
83020	9227
83020	9249
83020	10170
83020	10720
83020	10901
83020	10941
83020	50700
83020	51109
83020	53630
83020	54490
83020	54575
83020	54576
83020	54577
83020	54578
83020	54579
83020	54600
83020	54657
83020	54658
83020	54659
83020	54884
83020	56603
83020	64816
83020	79799
83020	145226
83020	157506
83020	158835
83020	284541
83020	317749
83020	340665
83020	574537
83021	210
83021	211
83021	212
83021	644
83021	645
83021	1352
83021	1355
83021	1356
83021	1371
83021	2058
83021	2235
83021	2495
83021	2512
83021	2990
83021	3052
83021	3145
83021	3162
83021	3163
83021	5498
83021	7363
83021	7364
83021	7365
83021	7366
83021	7367
83021	7389
83021	7390
83021	10720
83021	10941
83021	54490
83021	54575
83021	54576
83021	54577
83021	54578
83021	54579
83021	54600
83021	54657
83021	54658
83021	54659
83021	79799
83021	94033
83021	124454
83021	326625
83021	574537
83022	38
83022	39
83022	2224
83022	3156
83022	3157
83022	3158
83022	3422
83022	4597
83022	4598
83022	9453
83022	10654
83022	23590
83022	57107
83022	79947
83022	91734
83025	275
83025	440
83025	759
83025	760
83025	761
83025	762
83025	763
83025	765
83025	766
83025	767
83025	768
83025	771
83025	1373
83025	1491
83025	2744
83025	2746
83025	2747
83025	2752
83025	3034
83025	11238
83025	23632
83025	27165
83025	377677
83026	6783
83026	6799
83026	6817
83026	6818
83026	6820
83026	6821
83026	9060
83026	9061
83026	10380
83026	50515
83026	55501
83026	166012
83026	445329
83030	16
83030	833
83030	1615
83030	2058
83030	2193
83030	2617
83030	3035
83030	3376
83030	3735
